PERSON_ID,WAM,,ENG4701_ID,ENG4701_MARK,,ENG4701_WAM,ENG4701_DEPT,,ENG4702_ID,ENG4702_MARK,ENG4702_WAM,ENG4702_DEPT
30058805,75.34,,30603153,79,D,72.038,CL_CIV,,29276152,77,74.138,MA_TRC
29728045,75.339,,29427193,72,D,61.563,CL_CIV,,28413229,70,60.52,MA_TRC
30630959,75.283,,27829901,76,D,61.286,CL_CIV,,30109531,76,77.828,MA_TRC
28755960,75.283,,29724910,84,HD,83.567,CL_CIV,,30222400,78,78.724,MA_TRC
29667259,75.131,,29077141,68,WH,62.92,CL_CIV,,29276454,70,74.241,MA_TRC
28574885,75.082,,30625505,72,WH,58.718,CL_CIV,,29488141,77,65.031,MA_TRC
28778634,75.015,,29676789,90,HD,89.033,CL_CIV,,29982618,77,69.283,MA_TRC
29738245,74.918,,27850129,47,WH,70.25,CL_CIV,,29038537,62,70.672,MA_TRC
30519659,74.917,,30506239,77,D,79,CL_CIV,,29737095,0,,0
30519624,74.895,,30525063,77,D,72.844,CL_CIV,,29336244,75,70,MA_CHE
29797446,74.875,,30525160,76,D,70.583,CL_CIV,,,,,
28745477,74.82,,29682452,87,HD,79.043,CL_CIV,,,,,
28801938,74.811,,29711606,84,HD,78.949,CL_CIV,,,,,
29745470,74.765,,29716985,84,HD,74.604,CL_CIV,,,,,
30599938,74.757,,30601622,84,HD,85.75,CL_CIV,,,,,
27791939,74.746,,29712300,84,HD,71.86,CL_CIV,,,,,
29965217,74.745,,30645611,82,HD,81.146,CL_CIV,,,,,
29666147,74.724,,28801938,83,HD,74.811,CL_CIV,,,,,
29474329,74.711,,29662214,83,HD,77.447,CL_CIV,,,,,
29495172,74.702,,28792726,85,HD,69.406,CL_CIV,,,,,
29732794,74.628,,30641993,81,HD,78.3,CL_CIV,,,,,
29675103,74.605,,26774771,34,N,65.308,CL_CIV,,,,,
29716985,74.604,,29718015,82,HD,65.884,CL_CIV,,,,,
28806875,74.583,,30605032,81,HD,66.923,CL_CIV,,,,,
29680050,74.551,,28574885,78,D,75.082,CL_CIV,,,,,
29687780,74.5,,29439949,80,D,79.077,CL_CIV,,,,,
29738164,74.484,,29738164,80,HD,74.484,CL_CIV,,,,,
27841979,74.469,,26929880,82,HD,65.597,CL_CIV,,,,,
28299345,74.444,,30063493,82,HD,63.645,CL_CIV,,,,,
30565065,74.429,,28766695,82,HD,71.629,CL_CIV,,,,,
30566959,74.417,,29708133,82,HD,78.933,CL_CIV,,,,,
29616352,74.406,,29849438,83,HD,80.857,CL_CIV,,,,,
30571790,74.3,,30717760,83,HD,68.763,CL_CIV,,,,,
30294126,74.286,,29715091,83,HD,71.61,CL_CIV,,,,,
30626684,74.267,,29806240,83,HD,76.333,CL_CIV,,,,,
29698928,74.267,,28682297,78,D,61.744,CL_CIV,,,,,
26864819,74.226,,27765725,80,D,67.8,CL_CIV,,,,,
30617855,74.225,,28892666,80,D,72.069,CL_CIV,,,,,
29682061,74.194,,29728045,74,D,75.339,CL_CIV,,,,,
29693993,74.186,,28795695,74,D,80.77,CL_CIV,,,,,
29709989,74.158,,29728703,74,D,73.5,CL_CIV,,,,,
29683777,74.14,,29723906,74,D,76.145,CL_CIV,,,,,
29715970,74.1,,29409071,72,D,62.094,CL_CIV,,,,,
29981972,74.079,,30509963,78,D,71.923,CL_CIV,,,,,
29937019,74.064,,28847504,28,N,77.421,CL_CIV,,,,,
27199894,74.06,,29002842,77,D,66.75,CL_CIV,,,,,
30712688,74.049,,29930049,72,D,70.5,CL_CIV,,,,,
28786297,73.984,,30581648,73,D,69.896,CL_CIV,,,,,
28803639,73.954,,28741269,78,D,69.587,CL_CIV,,,,,
29860113,73.933,,29666082,73,D,70.298,CL_CIV,,,,,
29736935,73.918,,29663385,82,HD,78.442,CL_CIV,,,,,
28803159,73.896,,29657512,82,HD,81.611,CL_CIV,,,,,
30563925,73.896,,30134773,73,D,67.958,CL_CIV,,,,,
30645441,73.88,,30572770,75,D,83,CL_CIV,,,,,
28744365,73.852,,29681812,78,D,78.27,CL_CIV,,,,,
29675359,73.818,,30511712,68,C,65.706,CL_CIV,,,,,
29685656,73.769,,30584736,78,WH,77.043,CL_CIV,,,,,
29707366,73.75,,31976085,31,WH,65.714,CL_CIV,,,,,
29689600,73.72,,29465915,51,P,56.167,CL_CIV,,,,,
29494699,73.7,,28296435,68,C,59.16,CL_CIV,,,,,
30618886,73.688,,28692764,28,WH,55.727,CL_CIV,,,,,
30564913,73.681,,29783100,72,D,68.625,CL_CIV,,,,,
29711517,73.65,,29702011,84,HD,81.475,CL_ECE,,,,,
29665760,73.639,,30212707,75,D,70.88,CL_ECE,,,,,
28820517,73.623,,30570778,78,D,80.143,CL_ECE,,,,,
28816765,73.6,,29717825,81,HD,79.254,CL_ECE,,,,,
28744012,73.593,,29726468,81,HD,81.81,CL_ECE,,,,,
28781392,73.556,,29744059,77,D,68.967,CL_ECE,,,,,
30658896,73.547,,28793366,80,HD,69.929,CL_ECE,,,,,
29721962,73.517,,28785681,84,HD,72.477,CL_ECE,,,,,
29728703,73.5,,29727588,61,C,70.448,CL_ECE,,,,,
28801369,73.472,,29693977,84,HD,82.404,CL_ECE,,,,,
30584353,73.467,,29616395,76,D,81.389,CL_ECE,,,,,
29676304,73.467,,26896982,61,C,78.909,CL_ECE,,,,,
29688272,73.464,,29687780,87,HD,74.5,CL_ECE,,,,,
29737354,73.433,,29688590,84,HD,77.6,CL_ECE,,,,,
29705088,73.417,,27809609,77,D,75.643,CL_ECE,,,,,
29687691,73.396,,29698928,84,HD,74.267,CL_ECE,,,,,
29923433,73.385,,30584728,78,D,79.38,CL_ECE,,,,,
28815025,73.193,,29803675,78,D,68.791,CL_ECE,,,,,
29731054,73.048,,30647835,75,D,76.231,CL_ECE,,,,,
28748123,73.029,,28805461,71,D,61.493,CL_ECE,,,,,
29690447,73,,29710278,80,D,80.806,CL_ECE,,,,,
29734819,72.905,,30614686,84,HD,69.676,CL_ECE,,,,,
28777700,72.881,,28767322,84,HD,58.068,CL_ECE,,,,,
30525063,72.844,,29705614,84,HD,76.885,CL_ECE,,,,,
32186754,72.84,,29713854,84,HD,82.981,CL_ECE,,,,,
29689945,72.84,,29673100,73,WH,69.721,CL_ECE,,,,,
30510368,72.833,,29146895,73,WH,60.972,CL_ECE,,,,,
30509955,72.818,,29438330,63,C,63.463,CL_ECE,,,,,
27771903,72.774,,28824520,81,HD,83.722,CL_ECE,,,,,
28748794,72.719,,28677528,36,WH,78.326,CL_ECE,,,,,
29729653,72.667,,30563097,80,D,79.762,CL_ECE,,,,,
28742427,72.64,,30626684,80,D,74.267,CL_ECE,,,,,
28321383,72.636,,29677289,80,HD,76.358,CL_ECE,,,,,
27771458,72.585,,27771458,85,HD,72.585,CL_ECE,,,,,
29696216,72.569,,26864819,68,C,74.226,CL_ECE,,,,,
29657431,72.519,,29711444,80,HD,71.024,CL_ECE,,,,,
30589614,72.513,,30618177,83,HD,85.75,CL_ECE,,,,,
28794907,72.508,,30654807,83,HD,78.851,CL_ECE,,,,,
31975410,72.5,,30222605,83,HD,87.875,CL_ECE,,,,,
28788052,72.5,,27439887,78,D,71.73,CL_ECE,,,,,
29716543,72.491,,28799216,77,D,77.547,CL_ECE,,,,,
28785681,72.477,,28803159,80,D,73.896,CL_ECE,,,,,
29718201,72.464,,29691249,82,HD,90,CL_ECE,,,,,
28891716,72.411,,28797221,78,D,83.324,CL_ECE,,,,,
29172810,72.395,,27771571,82,HD,75.585,CL_ECE,,,,,
29641268,72.375,,29733235,88,WH,87.883,CL_ECE,,,,,
28781821,72.353,,28786459,78,D,83.073,CL_ECE,,,,,
30612756,72.245,,27793079,78,D,82.523,CL_ECE,,,,,
30636248,72.229,,29696569,80,D,70.823,CL_ECE,,,,,
29711207,72.203,,29617952,78,D,78.471,CL_ECE,,,,,
29681626,72.2,,26883562,75,D,64.929,CL_ECE,,,,,
29645085,72.19,,29603064,85,HD,79.857,CL_ECE,,,,,
29677475,72.155,,30769221,85,HD,57.75,CL_ECE,,,,,
29452996,72.107,,29645085,85,HD,72.19,CL_ECE,,,,,
27825299,72.086,,28781821,85,HD,72.353,CL_ECE,,,,,
29712637,72.078,,28808223,81,HD,61.78,CL_ECE,,,,,
28892666,72.069,,28739051,81,HD,66.024,CL_ECE,,,,,
30519683,72.054,,28786297,81,HD,73.984,CL_ECE,,,,,
30574021,72.051,,29730155,83,HD,78.306,CL_ECE,,,,,
30603153,72.038,,28574850,83,HD,76.46,CL_ECE,,,,,
29695171,72.03,,29667259,83,HD,75.131,CL_ECE,,,,,
30609402,72.025,,29545803,78,D,66.452,CL_ECE,,,,,
30584213,72,,29641268,78,D,72.375,CL_ECE,,,,,
29658357,72,,29725399,81,HD,89.61,CL_ECE,,,,,
30604141,71.923,,30533872,77,D,66.55,CL_ECE,,,,,
30509963,71.923,,30633443,84,HD,86.327,CL_ECE,,,,,
29712300,71.86,,30642906,83,HD,79.958,CL_ECE,,,,,
30625645,71.853,,30510368,70,D,72.833,CL_ECE,,,,,
25194321,71.818,,29710634,76,D,71.808,CL_ECE,,,,,
29710634,71.808,,30584353,81,HD,73.467,CL_ECE,,,,,
27439887,71.73,,28744012,83,HD,73.593,CL_ECE,,,,,
29679214,71.646,,28742648,43,N,69.896,CL_ECE,,,,,
28766695,71.629,,30599806,90,HD,89.98,CL_ECE,,,,,
29672392,71.617,,29691818,80,D,79.462,CL_ECE,,,,,
29715091,71.61,,12175102,80,D,71.065,CL_ECE,,,,,
28531361,71.587,,28833422,68,C,70.794,CL_ECE,,,,,
29708273,71.48,,30580897,65,C,69.553,CL_ECE,,,,,
29727871,71.414,,29741149,83,HD,79.633,CL_ECE,,,,,
29687632,71.365,,29725593,86,HD,86.569,CL_ECE,,,,,
30069548,71.355,,30158427,73,D,67.212,CL_ECE,,,,,
29724732,71.286,,29711517,83,HD,73.65,CL_ECE,,,,,
30567599,71.255,,28782658,81,HD,67.229,CL_ECE,,,,,
28770668,71.246,,28765249,81,HD,79.149,CL_ECE,,,,,
28798198,71.208,,29686121,83,HD,84.295,CL_ECE,,,,,
30616549,71.205,,29677475,83,HD,72.155,CL_ECE,,,,,
29682347,71.115,,30615550,81,HD,86.327,CL_ECE,,,,,
29673089,71.067,,29702372,77,D,63.214,CL_ECE,,,,,
12175102,71.065,,28779363,85,HD,84.016,CL_ECE,,,,,
27393348,71.053,,27820610,78,D,65.419,CL_ECE,,,,,
29719151,71.039,,29645859,75,WH,78.932,CL_ECE,,,,,
29711444,71.024,,29713129,78,D,68.648,CL_ECE,,,,,
30519675,71,,29736935,84,HD,73.918,CL_ECE,,,,,
30647479,71,,30481791,34,WH,59.757,CL_ECE,,,,,
29680115,70.982,,30565065,82,HD,74.429,CL_ECE,,,,,
29696992,70.9,,29704111,77,D,85.194,CL_ECE,,,,,
30212707,70.88,,29694655,77,D,75.839,CL_ECE,,,,,
30005388,70.871,,30636108,74,D,85.458,CL_ECE,,,,,
29629144,70.833,,28051246,74,D,54.654,CL_ECE,,,,,
29696569,70.823,,29719151,80,HD,71.039,CL_ECE,,,,,
28833422,70.794,,28770757,80,HD,67.269,CL_ECE,,,,,
29695287,70.788,,29674840,83,HD,87.049,CL_ECE,,,,,
24157198,70.781,,29415357,83,HD,70.379,CL_ECE,,,,,
29701651,70.714,,29567289,83,HD,65.667,CL_ECE,,,,,
30525160,70.583,,30610532,74,D,86.286,CL_ECE,,,,,
29696291,70.545,,29683777,74,D,74.14,CL_ECE,,,,,
29347599,70.544,,29680565,74,D,66.6,CL_ECE,,,,,
29930049,70.5,,28756053,74,D,78.729,CL_ECE,,,,,
28754387,70.455,,29689600,83,HD,73.72,CL_ECE,,,,,
29721814,70.453,,29715970,80,HD,74.1,CL_ECE,,,,,
29727588,70.448,,28658671,84,HD,87,CL_ECE,,,,,
28745140,70.435,,29687977,85,HD,78.439,CL_ECE,,,,,
29415357,70.379,,30584213,75,D,72,CL_ECE,,,,,
29984491,70.333,,28950887,75,D,69.167,CL_ECE,,,,,
29666082,70.298,,27199894,75,D,74.06,CL_ECE,,,,,
29615550,70.286,,28900200,67,C,58.574,CL_ECE,,,,,
27850129,70.25,,30595711,80,HD,79.391,CL_ECE,,,,,
29675030,70.226,,29723817,80,HD,76.966,CL_ECE,,,,,
29696542,70.191,,30591678,85,HD,81.702,CL_ECE,,,,,
31570968,70.158,,29745470,85,HD,74.765,CL_ECE,,,,,
29699088,70.083,,27801160,87,WH,64.156,CL_ECE,,,,,
29868416,70.053,,29675103,87,HD,74.605,CL_ECE,,,,,
29645611,70.018,,29672139,85,HD,87.644,CL_ECE,,,,,
30614775,69.977,,30630398,82,HD,79.188,CL_ECE,,,,,
28793366,69.929,,30584485,82,HD,87.3,CL_ECE,,,,,
29204798,69.9,,29731054,81,HD,73.048,CL_ECE,,,,,
28742648,69.896,,29657830,81,HD,86.619,CL_ECE,,,,,
30581648,69.896,,29708648,71,D,80.738,CL_ECE,,,,,
30595320,69.886,,28508947,85,HD,79.067,CL_ECE,,,,,
29681235,69.865,,29664802,85,HD,76.25,CL_ECE,,,,,
27850757,69.731,,29617685,73,D,75.542,CL_ECE,,,,,
29483697,69.727,,26007436,72,D,59.587,CL_ECE,,,,,
29673100,69.721,,27876268,31,N,64.912,CL_ECE,,,,,
30614686,69.676,,29689945,48,N,72.84,CL_ECE,,,,,
29159962,69.615,,25194321,82,HD,71.818,CL_ECE,,,,,
28741269,69.587,,29689104,78,D,82.847,CL_MAT,,,,,
30580897,69.553,,29737435,74,D,77.029,CL_MAT,,,,,
29717213,69.452,,28746961,64,C,68.438,CL_MAT,,,,,
31158579,69.45,,30581028,82,HD,78.167,CL_MAT,,,,,
29701228,69.431,,27851664,75,D,65.362,CL_MAT,,,,,
28792726,69.406,,30571790,74,D,74.3,CL_MAT,,,,,
28800311,69.389,,31977111,71,D,66.364,CL_MAT,,,,,
29689627,69.3,,28756983,73,D,61.059,CL_MAT,,,,,
29738814,69.289,,28939220,85,HD,84.688,CL_MAT,,,,,
28950887,69.167,,28866959,73,D,66.44,CL_MAT,,,,,
29046319,69.068,,30225329,73,D,68.426,CL_MAT,,,,,
30083958,69.051,,30519683,68,C,72.054,CL_MAT,,,,,
29659000,69.05,,28628179,80,D,68.214,CL_MAT,,,,,
30642736,69.031,,28803639,35,N,73.954,CL_MAT,,,,,
29744059,68.967,,29674999,80,HD,76.583,CL_MAT,,,,,
30636469,68.959,,29693462,78,D,83.833,CL_MAT,,,,,
29683491,68.951,,29329671,81,WH,67.5,CL_MAT,,,,,
28672674,68.939,,31975968,81,HD,63,CL_MAT,,,,,
29689201,68.917,,27834654,0,N,58.149,CL_MAT,,,,,
29803675,68.791,,29687519,81,HD,78.95,CL_MAT,,,,,
30717760,68.763,,29483697,78,D,69.727,CL_MAT,,,,,
29683246,68.75,,29734819,83,HD,72.905,CL_MAT,,,,,
28768833,68.69,,29717264,83,HD,78.758,CL_MAT,,,,,
29690757,68.688,,29657172,81,HD,76.1,CL_MAT,,,,,
29713129,68.648,,29738245,84,HD,74.918,CL_MAT,,,,,
29783100,68.625,,27810674,78,D,67.103,CL_MAT,,,,,
30591635,68.551,,28779290,46,WH,75.426,CL_MAT,,,,,
30603374,68.551,,29665507,68,C,63.842,CL_MAT,,,,,
29706556,68.491,,30519667,81,HD,76.128,CL_MAT,,,,,
28746961,68.438,,28988876,81,HD,65.136,CL_MAT,,,,,
30225329,68.426,,30322677,78,D,66.261,CL_MAT,,,,,
28779215,68.41,,29671647,70,D,67.894,CL_MAT,,,,,
29693047,68.362,,29681359,90,HD,85.333,CL_MAT,,,,,
29901014,68.342,,30519624,90,HD,74.895,CL_MAT,,,,,
28747267,68.273,,30519659,82,HD,74.917,CL_MAT,,,,,
28628179,68.214,,29683491,82,HD,68.951,CL_MAT,,,,,
28794842,68.133,,27841979,81,HD,74.469,CL_MAT,,,,,
29695627,68.034,,26026856,0,N,58.558,CL_MAT,,,,,
30134773,67.958,,26958902,0,N,55.865,CL_MAT,,,,,
29686083,67.912,,29172810,70,C,72.395,CL_MAT,,,,,
29671647,67.894,,29706300,73,D,84.721,CL_MEC,,,,,
29970849,67.839,,29693993,75,D,74.186,CL_MEC,,,,,
27765725,67.8,,29659175,31,N,64.362,CL_MEC,,,,,
29679834,67.75,,29680220,85,WH,81.246,CL_MEC,,,,,
29707250,67.745,,30618452,82,HD,80.163,CL_MEC,,,,,
29670063,67.643,,29514800,82,HD,80.075,CL_MEC,,,,,
29646588,67.589,,28677218,85,HD,76.328,CL_MEC,,,,,
30595312,67.553,,30563925,85,HD,73.896,CL_MEC,,,,,
29329671,67.5,,29718562,85,HD,77.094,CL_MEC,,,,,
29751063,67.443,,28753984,85,HD,78.836,CL_MEC,,,,,
29700817,67.295,,30574021,71,D,72.051,CL_MEC,,,,,
29707234,67.293,,30592437,87,HD,88.667,CL_MEC,,,,,
28770757,67.269,,29042356,82,HD,76.868,CL_MEC,,,,,
28782658,67.229,,29678730,85,HD,88.42,CL_MEC,,,,,
30158427,67.212,,29637015,62,C,63.886,CL_MEC,,,,,
28338200,67.2,,29689171,80,HD,80.63,CL_MEC,,,,,
28782283,67.196,,30631874,73,D,79.513,CL_MEC,,,,,
29340306,67.167,,30644372,74,D,80.742,CL_MEC,,,,,
29688337,67.143,,29611644,68,C,60.304,CL_MEC,,,,,
27810674,67.103,,29619793,68,C,64.739,CL_MEC,,,,,
28321146,67.098,,30622670,78,D,78.174,CL_MEC,,,,,
30880262,67.025,,30587484,82,HD,80.755,CL_MEC,,,,,
28764889,67,,29721962,70,D,73.517,CL_MEC,,,,,
29544408,66.979,,29699967,81,HD,76.317,CL_MEC,,,,,
27848779,66.959,,29741564,76,D,76.933,CL_MEC,,,,,
28767381,66.955,,30591635,75,D,68.551,CL_MEC,,,,,
30605032,66.923,,30636469,76,D,68.959,CL_MEC,,,,,
29953839,66.792,,30617855,76,D,74.225,CL_MEC,,,,,
29002842,66.75,,28788133,84,HD,76.855,CL_MEC,,,,,
29986907,66.75,,28805496,80,HD,80.545,CL_MEC,,,,,
28759869,66.656,,29680050,77,D,74.551,CL_MEC,,,,,
30635624,66.641,,28531361,78,D,71.587,CL_MEC,,,,,
27842746,66.603,,29046319,66,C,69.068,CL_MEC,,,,,
29680565,66.6,,27831175,75,D,62.213,CL_MEC,,,,,
30533872,66.55,,28795628,81,HD,92.306,CL_MEC,,,,,
28822528,66.519,,29726816,80,WH,88.16,CL_MEC,,,,,
29710472,66.51,,29666147,70,D,74.724,CL_MEC,,,,,
28649117,66.489,,29711274,80,D,78.491,CL_MEC,,,,,
29545803,66.452,,28782283,78,WH,67.196,CL_MEC,,,,,
28866959,66.44,,29679281,83,HD,84.326,CL_MEC,,,,,
27947297,66.435,,29701228,75,D,69.431,CL_MEC,,,,,
31977111,66.364,,28767454,57,P,62.431,CL_MEC,,,,,
29684781,66.313,,30519306,70,C,66.227,CL_MEC,,,,,
29709539,66.305,,26949911,83,HD,77.657,CL_MEC,,,,,
30322677,66.261,,29860113,84,HD,73.933,CL_MEC,,,,,
30222354,66.25,,27848779,67,C,66.959,CL_MEC,,,,,
30519306,66.227,,28738713,83,HD,92.967,CL_MEC,,,,,
29772095,66.111,,30571057,82,HD,88.396,CL_MEC,,,,,
28739051,66.024,,28792017,73,D,80.645,CL_MEC,,,,,
28787064,66,,29729076,85,HD,83.443,CL_MEC,,,,,
27760758,65.968,,30572053,80,HD,82.837,CL_MEC,,,,,
29718015,65.884,,29737710,85,HD,78.182,CL_MEC,,,,,
29713935,65.865,,29709601,83,HD,84.27,CL_MEC,,,,,
31976085,65.714,,29687551,88,HD,84.458,CL_MEC,,,,,
30511712,65.706,,30646162,86,HD,84.313,CL_MEC,,,,,
30352746,65.681,,28779215,68,WH,68.41,CL_MEC,,,,,
29567289,65.667,,29715814,81,HD,79.291,CL_MEC,,,,,
26929880,65.597,,30584159,74,D,76.469,CL_MEC,,,,,
29700876,65.453,,28815025,78,D,73.193,CL_MEC,,,,,
27820610,65.419,,30618886,68,C,73.688,CL_MEC,,,,,
28790812,65.383,,29823048,82,HD,80.476,CL_MEC,,,,,
27851664,65.362,,29872189,64,C,61.429,CL_MEC,,,,,
29690730,65.345,,30508509,56,P,64.351,CL_MEC,,,,,
27797791,65.324,,28747208,66,C,77.552,CL_MEC,,,,,
26774771,65.308,,29675359,68,C,73.818,CL_MEC,,,,,
28388747,65.304,,29718457,67,C,78.429,CL_MEC,,,,,
29659876,65.151,,29709539,33,N,66.305,CL_MEC,,,,,
28988876,65.136,,28820517,33,N,73.623,CL_MEC,,,,,
29800390,65.044,,29726522,31,N,78.469,CL_MEC,,,,,
29616867,65.043,,29708087,78,D,76.565,CL_MEC,,,,,
29490278,64.941,,28796721,82,HD,83.677,CL_MEC,,,,,
26883562,64.929,,28778634,76,D,75.015,CL_MEC,,,,,
29724589,64.913,,29953839,68,C,66.792,CL_MEC,,,,,
27876268,64.912,,28777212,80,HD,87.969,CL_MEC,,,,,
30632404,64.795,,28792882,80,HD,80.528,CL_MEC,,,,,
29262399,64.789,,24157198,84,HD,70.781,CL_MEC,,,,,
29619793,64.739,,29676479,84,HD,82.431,CL_MEC,,,,,
30571901,64.722,,28788052,74,D,72.5,CL_MEC,,,,,
29659175,64.362,,29718201,32,N,72.464,CL_MEC,,,,,
30508509,64.351,,30585074,77,D,79,CL_MEC,,,,,
25126989,64.2,,29731046,70,D,78.304,CL_MEC,,,,,
27801160,64.156,,28805976,70,D,63.767,CL_MEC,,,,,
28281535,64.151,,28760387,70,D,77.92,CL_MEC,,,,,
29637015,63.886,,28761294,75,D,79.242,CL_MEC,,,,,
30060117,63.884,,29658357,75,D,72,CL_MEC,,,,,
29665507,63.842,,30519691,83,HD,75.762,CL_MEC,,,,,
29068606,63.8,,25150928,26,N,51.213,CL_MEC,,,,,
28431464,63.778,,29699088,82,HD,70.083,CL_MEC,,,,,
28805976,63.767,,29088755,45,N,55.431,CL_MEC,,,,,
29701503,63.724,,28312678,48,N,55.238,CL_MEC,,,,,
29667844,63.673,,29712084,74,D,81.433,CL_MEC,,,,,
28761588,63.657,,29696291,74,D,70.545,CL_MEC,,,,,
30063493,63.645,,30584868,74,D,80.479,CL_MEC,,,,,
29485479,63.6,,29681626,74,D,72.2,CL_MEC,,,,,
28894162,63.5,,29693047,74,D,68.362,CL_MEC,,,,,
29438330,63.463,,29748623,90,HD,80.397,CL_MEC,,,,,
28805070,63.406,,30609844,87,HD,87.531,CL_MEC,,,,,
29714575,63.339,,30619785,90,HD,85.653,CL_MEC,,,,,
29747171,63.26,,30658896,78,D,73.547,CL_MEC,,,,,
31874630,63.25,,25126989,80,HD,64.2,CL_MEC,,,,,
29702372,63.214,,30069548,72,D,71.355,CL_MEC,,,,,
27591972,63.077,,29703727,75,D,63.047,CL_MEC,,,,,
29703727,63.047,,29679834,34,N,67.75,CL_MEC,,,,,
31975968,63,,29706629,78,D,80.097,CL_MEC,,,,,
